MAKE,MODEL,MODEL_YR,BLIND_SPOT_DETECTION,FRNT_COLLISION_WARNING,LANE_DEPARTURE_WARNING
AUDI,A4,2021,Optional,Standard,Standard
AUDI,A4 ALLROAD,2021,Optional,Standard,Standard
AUDI,A5,2021,Optional,Standard,Standard
AUDI,A5 CABRIOLET,2021,Optional,Standard,Standard
AUDI,A5 SPORTBACK,2021,Optional,Standard,Standard
AUDI,A6,2021,Optional,Standard,Standard
AUDI,A6 (WITH REAR SEAT SABS),2021,Optional,Standard,Standard
AUDI,A6 ALLROAD,2021,Optional,Standard,Standard
AUDI,A7,2021,Optional,Standard,Standard
AUDI,A7 (WITH REAR SEAT SABS),2021,Optional,Standard,Standard
AUDI,A7 PHEV,2021,Optional,Standard,Standard
AUDI,A8L,2021,Optional,Standard,Standard
AUDI,A8L PHEV,2021,Optional,Standard,Standard
AUDI,E-TRON,2021,Standard,Standard,Standard
AUDI,E-TRON SPORTBACK,2021,Standard,Standard,Standard
AUDI,Q3,2021,Optional,Standard,Standard
AUDI,Q5,2021,Standard,Standard,Standard
AUDI,Q5 PHEV,2021,Standard,Standard,Standard
AUDI,Q5 SPORTBACK,2021,Standard,Standard,Standard
AUDI,Q7,2021,Standard,Standard,Standard
AUDI,Q8,2021,Standard,Standard,Standard
AUDI,R8,2021,None,,
AUDI,R8,2021,None,,
AUDI,R8 SPYDER,2021,None,,
AUDI,R8 SPYDER,2021,None,,
AUDI,RS 5,2021,Optional,Standard,Standard
AUDI,RS 5 SPORTBACK,2021,Optional,Standard,Standard
AUDI,RS 6 AVANT,2021,Optional,Standard,Standard
AUDI,RS 7,2021,Optional,Standard,Standard
AUDI,RS Q8,2021,Standard,Standard,Standard
AUDI,S4,2021,Optional,Standard,Standard
AUDI,S5,2021,Optional,Standard,Standard
AUDI,S5 CABRIOLET,2021,Optional,Standard,Standard
AUDI,S5 SPORTBACK,2021,Optional,Standard,Standard
AUDI,S6,2021,Optional,Standard,Standard
AUDI,S7,2021,Optional,Standard,Standard
AUDI,S8,2021,Optional,Standard,Standard
AUDI,SQ5,2021,Standard,Standard,Standard
AUDI,SQ5 SPORTBACK,2021,Standard,Standard,Standard
AUDI,SQ7,2021,Standard,Standard,Standard
AUDI,SQ8,2021,Standard,Standard,Standard
AUDI,TT,2021,Standard,,
AUDI,TT ROADSTER,2021,Standard,,
AUDI,TT RS,2021,Standard,,
AUDI,TTS,2021,Standard,,
BENTLEY,BENTAYGA HYBRID,2021,Standard,Standard,Standard
BENTLEY,BENTAYGA SPEED,2021,Standard,Standard,Standard
BENTLEY,BENTAYGA V8,2021,Standard,Standard,Standard
BENTLEY,CONTINENTAL GT,2021,Standard,Standard,Standard
BENTLEY,CONTINENTAL GT CONVERTIBLE,2021,Standard,Standard,Standard
BENTLEY,CONTINENTAL GT V8,2021,Standard,Standard,Standard
BENTLEY,CONTINENTAL GT V8 CONVERTIBLE,2021,Standard,Standard,Standard
BENTLEY,FLYING SPUR,2021,Standard,Standard,Standard
BENTLEY,FLYING SPUR V8,2021,Standard,Standard,Standard
BMW,2 SERIES,2021,None,Standard,Standard
BMW,2 SERIES,2021,None,Standard,Standard
BMW,2 SERIES,2021,None,Standard,Standard
BMW,2 SERIES,2021,None,Standard,Standard
BMW,2 SERIES GRAN,2021,Standard,Standard,Standard
BMW,2 SERIES GRAN,2021,Standard,Standard,Standard
BMW,3 SERIES,2021,Optional,Standard,Optional
BMW,3 SERIES,2021,Optional,Standard,Optional
BMW,330E,2021,Optional,Standard,Standard
BMW,330E,2021,Optional,Standard,Standard
BMW,4 SERIES,2021,Optional,Standard,Optional
BMW,4 SERIES,2021,Optional,Standard,Optional
BMW,4 SERIES,2021,Optional,Standard,Optional
BMW,4 SERIES,2021,Optional,Standard,Optional
BMW,5 SERIES,2021,Standard,Standard,Standard
BMW,5 SERIES,2021,Standard,Standard,Standard
BMW,530E,2021,Standard,Standard,Standard
BMW,530E,2021,Standard,Standard,Standard
BMW,7 SERIES,2021,Standard,Standard,Standard
BMW,7 SERIES,2021,Standard,Standard,Standard
BMW,745E XDRIVE,2021,Standard,Standard,Standard
BMW,8 SERIES,2021,Optional,Standard,Standard
BMW,8 SERIES,2021,Optional,Standard,Standard
BMW,8 SERIES,2021,Optional,Standard,Standard
BMW,8 SERIES,2021,Optional,Standard,Standard
BMW,8 SERIES GRAN,2021,Optional,Standard,Standard
BMW,8 SERIES GRAN,2021,Optional,Standard,Standard
BMW,ALPINA B7 XDRIVE,2021,Standard,Standard,Standard
BMW,ALPINA XB7,2021,Standard,Standard,Standard
BMW,I3 BEV,2021, ,Optional,None
BMW,I3 REX,2021, ,Optional,None
BMW,M2 COMPETITION,2021,None,Standard,Standard
BMW,M3,2021,Optional,Standard,TBD
BMW,M3,2021,Optional,Standard,TBD
BMW,M4,2021,Optional,Standard,TBD
BMW,M4,2021,Optional,Standard,TBD
BMW,M5,2021,Standard,Standard,Standard
BMW,M8,2021,Optional,Standard,Standard
BMW,M8,2021,Optional,Standard,Standard
BMW,M8 GRAN,2021,Optional,Standard,Standard
BMW,X1,2021,None,Standard,Standard
BMW,X1,2021,None,Standard,Standard
BMW,X2,2021,None,Standard,Standard
BMW,X2,2021,None,Standard,Standard
BMW,X3,2021,Optional,Standard,Standard
BMW,X3,2021,Optional,Standard,Standard
BMW,X3 30E XDRIVE,2021,Optional,Standard,Standard
BMW,X3 M,2021,Optional,Standard,Standard
BMW,X4,2021,Optional,Standard,Standard
BMW,X4 M,2021,Optional,Standard,Standard
BMW,X5,2021,Standard,Standard,Standard
BMW,X5,2021,Standard,Standard,Standard
BMW,X5 HYBRID,2021,Standard,Standard,Standard
BMW,X5 M,2021,Standard,Standard,Standard
BMW,X6,2021,Standard,Standard,Standard
BMW,X6,2021,Standard,Standard,Standard
BMW,X6 M,2021,Standard,Standard,Standard
BMW,X7,2021,Standard,Standard,Standard
BMW,Z4,2021,Optional,Standard,Optional
BUICK,ENCLAVE,2021,Optional,Optional,Optional
BUICK,ENCLAVE,2021,Optional,Optional,Optional
BUICK,ENCORE,2021,Optional,Optional,Optional
BUICK,ENCORE,2021,Optional,Optional,Optional
BUICK,ENCORE GX,2021,Optional,Standard,Standard
BUICK,ENCORE GX,2021,Optional,Standard,Standard
BUICK,ENVISION,2021,Optional,Standard,Standard
BUICK,ENVISION,2021,Optional,Standard,Standard
CADILLAC,CT4,2021,Optional,Standard,Optional
CADILLAC,CT4,2021,Optional,Standard,Optional
CADILLAC,CT5,2021,Optional,Standard,Optional
CADILLAC,CT5,2021,Optional,Standard,Optional
CADILLAC,CT5-V,2021,Optional,Standard,Optional
CADILLAC,CT5-V,2021,Optional,Standard,Optional
CADILLAC,ESCALADE,2021,Optional,Standard,Optional
CADILLAC,ESCALADE,2021,Optional,Standard,Optional
CADILLAC,ESCALADE ESV,2021,Optional,Standard,Optional
CADILLAC,ESCALADE ESV,2021,Optional,Standard,Optional
CADILLAC,XT4,2021,Optional,Standard,Optional
CADILLAC,XT4,2021,Optional,Standard,Optional
CADILLAC,XT5,2021,Optional,Standard,Standard
CADILLAC,XT5,2021,Optional,Standard,Standard
CADILLAC,XT6,2021,Optional,Standard,Standard
CADILLAC,XT6,2021,Optional,Standard,Standard
CHEVROLET,BLAZER,2021,Optional,Optional,Optional
CHEVROLET,BLAZER,2021,Optional,Optional,Optional
CHEVROLET,BOLT EV,2021,Optional,Optional,Optional
CHEVROLET,CAMARO,2021,Optional,None,None
CHEVROLET,CAMARO,2021,Optional,Optional,None
CHEVROLET,CAMARO LT1,2021,None,None,None
CHEVROLET,CAMARO LT1,2021,None,None,None
CHEVROLET,CAMARO SS,2021,Optional,None,None
CHEVROLET,CAMARO SS,2021,Optional,Optional,None
CHEVROLET,CAMARO ZL1,2021,Standard,None,None
CHEVROLET,CAMARO ZL1,2021,Standard,Optional,None
CHEVROLET,COLORADO,2021,None,Optional,Optional
CHEVROLET,COLORADO,2021,None,Optional,Optional
CHEVROLET,COLORADO,2021,None,Optional,Optional
CHEVROLET,COLORADO,2021,None,Optional,Optional
CHEVROLET,CORVETTE,2021,Optional,None,None
CHEVROLET,CORVETTE,2021,Optional,None,None
CHEVROLET,EQUINOX,2021,Optional,Standard,Standard
CHEVROLET,EQUINOX,2021,Optional,Standard,Standard
CHEVROLET,EXPRESS CARGO 2500,2021,Optional,Optional,Optional
CHEVROLET,EXPRESS CARGO 3500,2021,Optional,Optional,Optional
CHEVROLET,EXPRESS PASSENGER 2500,2021,Optional,Optional,Optional
CHEVROLET,EXPRESS PASSENGER 3500 - 12 PASSENGER,2021,Optional,Optional,Optional
CHEVROLET,EXPRESS PASSENGER 3500 - 15 PASSENGER,2021,Optional,Optional,Optional
CHEVROLET,MALIBU,2021,Optional,Optional,Optional
CHEVROLET,SILVERADO 1500,2021,Optional,Optional,None
CHEVROLET,SILVERADO 1500,2021,Optional,Optional,Optional
CHEVROLET,SILVERADO 1500,2021,Optional,Optional,Optional
CHEVROLET,SILVERADO 1500,2021,Optional,Optional,Optional
CHEVROLET,SILVERADO 1500,2021,Optional,Optional,None
CHEVROLET,SILVERADO 1500,2021,Optional,Optional,Optional
CHEVROLET,SILVERADO 2500,2021,Optional,Optional,Optional
CHEVROLET,SILVERADO 2500,2021,Optional,Optional,Optional
CHEVROLET,SILVERADO 2500,2021,Optional,Optional,Optional
CHEVROLET,SILVERADO 2500,2021,Optional,Optional,Optional
CHEVROLET,SILVERADO 2500,2021,Optional,Optional,Optional
CHEVROLET,SILVERADO 2500,2021,Optional,Optional,Optional
CHEVROLET,SPARK,2021,None,Optional,Optional
CHEVROLET,SUBURBAN,2021,Optional,Standard,Optional
CHEVROLET,SUBURBAN,2021,Optional,Standard,Optional
CHEVROLET,TAHOE,2021,Optional,Standard,Optional
CHEVROLET,TAHOE,2021,Optional,Standard,Optional
CHEVROLET,TRAILBLAZER,2021,Optional,Standard,Standard
CHEVROLET,TRAILBLAZER,2021,Optional,Standard,Standard
CHEVROLET,TRAILBLAZER,2021,Optional,Standard,Standard
CHEVROLET,TRAILBLAZER,2021,Optional,Standard,Standard
CHEVROLET,TRAVERSE,2021,Optional,Optional,Optional
CHEVROLET,TRAVERSE,2021,Optional,Optional,Optional
CHEVROLET,TRAX,2021,Optional,None,None
CHEVROLET,TRAX,2021,Optional,None,None
CHRYSLER,300,2021,Optional,Optional,Optional
CHRYSLER,300,2021,Optional,Optional,Optional
CHRYSLER,PACIFICA,2021,Standard,Standard,standard
CHRYSLER,PACIFICA,2021,standard,Standard,standard
CHRYSLER,PACIFICA HYBRID,2021,Standard,Standard,standard
CHRYSLER,VOYAGER,2021,optional,Optional,None
DODGE,CHALLENGER,2021,Optional,Optional,None
DODGE,CHALLENGER,2021,Optional,Optional,None
DODGE,CHALLENGER SRT,2021,Optional,Optional,None
DODGE,CHALLENGER(DRIVER),2021,Optional,Optional,None
DODGE,CHALLENGER(FRONT SEAT),2021,Optional,Optional,None
DODGE,CHARGER,2021,Optional,Optional,Optional
DODGE,CHARGER,2021,Optional,Optional,Optional
DODGE,CHARGER PURSUIT,2021,Optional,None,None
DODGE,CHARGER PURSUIT,2021,Optional,None,None
DODGE,CHARGER SRT,2021,Optional,None,None
DODGE,DURANGO,2021,Optional,Optional,Optional
DODGE,DURANGO,2021,Optional,Optional,Optional
DODGE,DURANGO PURSUIT,2021,Optional,Optional,Optional
DODGE,DURANGO SRT,2021,Optional,Optional,Optional
FIAT,500X,2021,Optional,Optional,Optional
FIAT,500X,2021,Optional,Optional,Optional
FORD,BRONCO,2021,Standard,Standard,Standard
FORD,BRONCO,2021,Standard,Standard,Standard
FORD,BRONCO SPORT,2021,Standard,Standard,Standard
FORD,ECOSPORT,2021,Standard,None,None
FORD,ECOSPORT,2021,Standard,None,None
FORD,EDGE,2021,Standard,Standard,Standard
FORD,EDGE,2021,Standard,Standard,Standard
FORD,ESCAPE,2021,Optional,Standard,Standard
FORD,ESCAPE,2021,Optional,Standard,Standard
FORD,ESCAPE HEV,2021,Optional,Standard,Standard
FORD,ESCAPE HEV,2021,Optional,Standard,Standard
FORD,ESCAPE PHEV,2021,Optional,Standard,Standard
FORD,EXPEDITION,2021,Standard,Standard,Optional
FORD,EXPEDITION,2021,Standard,Standard,Optional
FORD,EXPEDITION EL,2021,Standard,Standard,Standard
FORD,EXPEDITION EL,2021,Standard,Standard,Standard
FORD,EXPLORER,2021,Standard,Standard,Standard
FORD,EXPLORER,2021,Standard,Standard,Standard
FORD,EXPLORER HEV,2021,Standard,Standard,Standard
FORD,EXPLORER HEV,2021,Standard,Standard,Standard
FORD,F-150 REGULAR CAB,2021,Optional,Standard,Optional
FORD,F-150 REGULAR CAB,2021,Optional,Standard,Optional
FORD,F-150 SUPER CAB,2021,Optional,Standard,Optional
FORD,F-150 SUPER CAB,2021,Optional,Standard,Optional
FORD,F-150 SUPER CAB DIESEL,2021,Optional,Standard,Optional
FORD,F-150 SUPER CAB DIESEL,2021,Optional,Standard,Optional
FORD,F-150 SUPER CREW,2021,Optional,Standard,Optional
FORD,F-150 SUPER CREW,2021,Optional,Standard,Optional
FORD,F-150 SUPER CREW DIESEL,2021,Optional,Standard,Optional
FORD,F-150 SUPER CREW DIESEL,2021,Optional,Standard,Optional
FORD,F-150 SUPER CREW HEV,2021,Optional,Standard,Optional
FORD,F-150 SUPER CREW HEV,2021,Optional,Standard,Optional
FORD,F-250 CREW CAB,2021,Standard,Optional,Standard
FORD,F-250 CREW CAB,2021,Standard,Optional,Standard
FORD,F-250 REGULAR CAB,2021,Optional,Optional,Standard
FORD,F-250 REGULAR CAB,2021,Optional,Optional,Standard
FORD,F-250 SUPER CAB,2021,Standard,Optional,Standard
FORD,F-250 SUPER CAB,2021,Standard,Optional,Standard
FORD,F-250 TREMOR,2021,Standard,Optional,Optional
FORD,F-350 CREW CAB,2021,Standard,Optional,Optional
FORD,F-350 CREW CAB,2021,Standard,Optional,Optional
FORD,F-350 REGULAR CAB,2021,Optional,Optional,Optional
FORD,F-350 REGULAR CAB,2021,Optional,Optional,Optional
FORD,F-350 SUPER CAB,2021,Standard,Optional,Optional
FORD,F-350 SUPER CAB,2021,Standard,Optional,Optional
FORD,GT,2021,N/A,None,N/A
FORD,MUSTANG,2021,Standard,Standard,Standard
FORD,MUSTANG,2021,Standard,Standard,Standard
FORD,MUSTANG GT500,2021,Optional,N/A,N/A
FORD,MUSTANG MACH-E,2021,Standard,Standard,Standard
FORD,MUSTANG MACH-E,2021,Standard,Standard,Standard
FORD,RANGER SUPER CAB,2021,Standard,Standard,Standard
FORD,RANGER SUPER CAB,2021,Standard,Standard,Standard
FORD,RANGER SUPER CREW,2021,Standard,Standard,Standard
FORD,RANGER SUPER CREW,2021,Standard,Standard,Standard
FORD,"TRANSIT  MEDIUM ROOF (8,10,12) PASS",2021,Optional,Standard,Standard
FORD,"TRANSIT  MEDIUM ROOF (8,10,12) PASS",2021,Optional,Standard,Standard
FORD,TRANSIT CONNECT,2021,Standard,Standard,Standard
FORD,TRANSIT CONNECT,2021,Standard,Standard,Standard
FORD,"TRANSIT HIGH ROOF (8,10,12) PASS",2021,Optional,Standard,Standard
FORD,"TRANSIT HIGH ROOF (8,10,12) PASS",2021,Optional,Standard,Standard
FORD,TRANSIT HIGH ROOF 15 PASS,2021,Optional,Standard,Standard
FORD,TRANSIT HIGH ROOF 15 PASS,2021,Optional,Standard,Standard
FORD,"TRANSIT LOW ROOF (8,10,12) PASS",2021,Optional,Standard,Standard
FORD,"TRANSIT LOW ROOF (8,10,12) PASS",2021,Optional,Standard,Standard
FORD,TRANSIT LOW ROOF 15 PASS,2021,Optional,Standard,Standard
FORD,TRANSIT LOW ROOF 15 PASS,2021,Optional,Standard,Standard
FORD,TRANSIT MEDIUM ROOF 15 PASS,2021,Optional,Standard,Standard
FORD,TRANSIT MEDIUM ROOF 15 PASS,2021,Optional,Standard,Standard
FORD,TRANSIT VAN,2021,Standard,Standard,Standard
FORD,TRANSIT VAN,2021,Standard,Standard,Standard
FREIGHTLINER,SPRINTER 1500 CARGO VAN,2021, ,optional,optional
FREIGHTLINER,SPRINTER 1500 PASSENGER VAN,2021, ,optional,optional
FREIGHTLINER,SPRINTER 2500 12 PASSENGER VAN,2021, ,optional,optional
FREIGHTLINER,SPRINTER 2500 12 PASSENGER VAN,2021, ,optional,optional
FREIGHTLINER,SPRINTER 2500 15 PASSENGER VAN,2021, ,optional,optional
FREIGHTLINER,SPRINTER 2500 CARGO VAN (LWB),2021, ,optional,optional
FREIGHTLINER,SPRINTER 2500 CARGO VAN (LWB),2021, ,optional,optional
FREIGHTLINER,SPRINTER 2500 CARGO VAN (SWB),2021, ,optional,optional
FREIGHTLINER,SPRINTER 2500 CARGO VAN (SWB),2021, ,optional,optional
FREIGHTLINER,SPRINTER 2500 CREW VAN (LWB),2021, ,optional,optional
FREIGHTLINER,SPRINTER 2500 CREW VAN (LWB),2021, ,optional,optional
FREIGHTLINER,SPRINTER 2500 CREW VAN (SWB),2021, ,optional,optional
FREIGHTLINER,SPRINTER 2500 CREW VAN (SWB),2021, ,optional,optional
FREIGHTLINER,SPRINTER 3500 CARGO VAN,2021, ,optional,optional
FREIGHTLINER,SPRINTER 3500 CREW VAN,2021, ,optional,optional
FREIGHTLINER,SPRINTER 4500 CARGO VAN,2021, ,optional,optional
FREIGHTLINER,SPRINTER 4500 CREW VAN,2021, ,optional,optional
GENESIS,G70,2021,Standard,Standard,Standard
GENESIS,G70,2021,Standard,Standard,Standard
GENESIS,G80,2021,Standard,Standard,Standard
GENESIS,G80,2021,Standard,Standard,Standard
GENESIS,G90,2021,Standard,Standard,Standard
GENESIS,G90,2021,Standard,Standard,Standard
GENESIS,GV80,2021,Standard,Standard,Standard
GENESIS,GV80,2021,Standard,Standard,Standard
GMC,ACADIA,2021,Standard,Optional,Optional
GMC,ACADIA,2021,Standard,Optional,Optional
GMC,CANYON,2021,None,Optional,Optional
GMC,CANYON,2021,None,Optional,Optional
GMC,CANYON,2021,None,Optional,Optional
GMC,CANYON,2021,None,Optional,Optional
GMC,SAVANA CARGO 2500,2021,Optional,Optional,Optional
GMC,SAVANA CARGO 3500,2021,Optional,Optional,Optional
GMC,SAVANA PASSENGER 2500,2021,Optional,Optional,Optional
GMC,SAVANA PASSENGER 3500 - 12 PASSENGER,2021,Optional,Optional,Optional
GMC,SAVANA PASSENGER 3500 - 15 PASSENGER,2021,Optional,Optional,Optional
GMC,SIERRA 1500,2021,Optional,Optional,Optional
GMC,SIERRA 1500,2021,Optional,Optional,None
GMC,SIERRA 1500,2021,Optional,Optional,Optional
GMC,SIERRA 1500,2021,Optional,Optional,Optional
GMC,SIERRA 1500,2021,Optional,Optional,None
GMC,SIERRA 1500,2021,Optional,Optional,Optional
GMC,SIERRA 2500,2021,Optional,Optional,Optional
GMC,SIERRA 2500,2021,Optional,Optional,Optional
GMC,SIERRA 2500,2021,Optional,Optional,Optional
GMC,SIERRA 2500,2021,Optional,Optional,Optional
GMC,SIERRA 2500,2021,Optional,Optional,Optional
GMC,SIERRA 2500,2021,Optional,Optional,Optional
GMC,TERRAIN,2021,Optional,Standard,Standard
GMC,TERRAIN,2021,Optional,Standard,Standard
GMC,YUKON,2021,Optional,Standard,Optional
GMC,YUKON,2021,Optional,Standard,Optional
GMC,YUKON XL,2021,Optional,Standard,Optional
GMC,YUKON XL,2021,Optional,Standard,Optional
HONDA,ACCORD,2021,Optional,Standard,Standard
HONDA,ACCORD HYBRID,2021,Optional,Standard,Standard
HONDA,CIVIC,2021,N/A,Standard,Standard
HONDA,CIVIC HATCH,2021,None,Standard,Standard
HONDA,CIVIC HATCH TYPE-R,2021,None,Standard,Standard
HONDA,CLARITY FUEL CELL,2021,None,Standard,Standard
HONDA,CLARITY PLUG-IN HYBRID,2021,None,Standard,Standard
HONDA,CR-V,2021,Optional,Standard,Standard
HONDA,CR-V,2021,Optional,Standard,Standard
HONDA,CR-V HYBRID,2021,Optional,Standard,Standard
HONDA,HR-V,2021,None,Optional,Optional
HONDA,HR-V,2021,None,Optional,Optional
HONDA,INSIGHT,2021,Optional,Standard,Standard
HONDA,ODYSSEY,2021,Optional,Standard,Standard
HONDA,PASSPORT,2021,Optional,Standard,Standard
HONDA,PASSPORT,2021,Optional,Standard,Standard
HONDA,PILOT,2021,Optional,Standard,Standard
HONDA,PILOT,2021,Optional,Standard,Standard
HONDA,RIDGELINE,2021,Optional,Standard,Standard
HONDA,RIDGELINE,2021,Optional,Standard,Standard
HYUNDAI,ACCENT,2021,None,Standard,N/A
HYUNDAI,ELANTRA,2021,Optional,Standard,Standard
HYUNDAI,ELANTRA HYBRID,2021,Standard,Standard,Standard
HYUNDAI,ELANTRA N-LINE,2021,Standard,Standard,Standard
HYUNDAI,IONIQ EV,2021,Optional,Standard,Standard
HYUNDAI,IONIQ HEV,2021,Optional,Standard,Standard
HYUNDAI,IONIQ PLUG-IN HYBRID,2021,Optional,Standard,Standard
HYUNDAI,KONA,2021,Optional,Standard,Standard
HYUNDAI,KONA,2021,Optional,Standard,Standard
HYUNDAI,KONA EV,2021,Standard,Standard,Standard
HYUNDAI,NEXO,2021,Standard,Standard,Standard
HYUNDAI,PALISADE,2021,Optional,Standard,Standard
HYUNDAI,PALISADE,2021,Optional,Standard,Standard
HYUNDAI,SANTA FE,2021,Optional,Standard,Standard
HYUNDAI,SANTA FE,2021,Optional,Standard,Standard
HYUNDAI,SANTA FE HYBRID,2021,Standard,Standard,Standard
HYUNDAI,SANTA FE HYBRID,2021,Standard,Standard,Standard
HYUNDAI,SONATA,2021,Optional,Standard,Standard
HYUNDAI,SONATA HYBRID,2021,Standard,Standard,Standard
HYUNDAI,SONATA N,2021,Standard,Standard,Standard
HYUNDAI,TUCSON,2021,Optional,Standard,Standard
HYUNDAI,TUCSON,2021,Optional,Standard,Standard
HYUNDAI,VELOSTER,2021,Optional,Standard,Standard
HYUNDAI,VELOSTER N,2021,Standard,Standard,Standard
HYUNDAI,VENUE,2021,Optional,Standard,Standard
INFINITI,Q50,2021,Standard,Standard,Standard
INFINITI,Q50,2021,Standard,Standard,Standard
INFINITI,Q60,2021,Standard,Standard,Standard
INFINITI,Q60,2021,Standard,Standard,Standard
INFINITI,QX50,2021,Standard,Standard,Standard
INFINITI,QX50,2021,Standard,Standard,Standard
INFINITI,QX80,2021,Standard,Standard,Standard
INFINITI,QX80,2021,Standard,Standard,Standard
JAGUAR,E-PACE,2021,Optional,Standard,Standard
JAGUAR,F- PACE,2021,Standard,Standard,Standard
JAGUAR,F-TYPE,2021,Optional,Standard,Standard
JAGUAR,F-TYPE,2021,Optional,Standard,Standard
JAGUAR,F-TYPE CONVERTIBLE,2021,Optional,Standard,Standard
JAGUAR,F-TYPE CONVERTIBLE,2021,Optional,Standard,Standard
JAGUAR,I-PACE,2021,Standard,Standard,Standard
JAGUAR,XE,2021,Standard,Standard,Standard
JAGUAR,XE,2021,Standard,Standard,Standard
JAGUAR,XF,2021,Optional,Standard,Standard
JAGUAR,XF,2021,Optional,Standard,Standard
JEEP,CHEROKEE,2021,Optional,Optional,Optional
JEEP,CHEROKEE,2021,Optional,Optional,Optional
JEEP,COMPASS,2021,Optional,Optional,Optional
JEEP,COMPASS,2021,Optional,Optional,Optional
JEEP,GLADIATOR,2021,Optional,Optional,None
JEEP,GLADIATOR DIESEL,2021,Optional,Optional,None
JEEP,GRAND CHEROKEE,2021,Standard,Optional,Optional
JEEP,GRAND CHEROKEE,2021,Standard,Optional,Optional
JEEP,GRAND CHEROKEE L,2021,Standard,Standard,Standard
JEEP,GRAND CHEROKEE L,2021,Standard,Standard,Standard
JEEP,GRAND CHEROKEE SRT,2021,Standard,Standard,Standard
JEEP,GRAND CHEROKEE TRACKHAWK,2021,Standard,Standard,Standard
JEEP,RENEGADE,2021,Optional,Optional,Optional
JEEP,RENEGADE,2021,Optional,Optional,Optional
JEEP,WRANGLER,2021,Optional,Optional,None
JEEP,WRANGLER UNLIMITED,2021,Optional,Optional,None
JEEP,WRANGLER UNLIMITED 392,2021,Optional,Optional,None
JEEP,WRANGLER UNLIMITED DIESEL,2021,Optional,Optional,None
JEEP,WRANGLER UNLIMITED PHEV,2021,Optional,Optional,None
JEEP,WRANGLER UNLIMITED RHD,2021,Optional,Optional,None
KIA,FORTE,2021,Optional,Standard,Standard
KIA,K5,2021,Standard,Standard,Standard
KIA,NIRO ELECTRIC,2021,Standard,Standard,Standard
KIA,NIRO HYBRID,2021,Optional,Optional,Optional
KIA,NIRO PLUG-IN HYBRID,2021,Standard,Standard,Standard
KIA,RIO,2021,None,Optional,Optional
KIA,RIO 5,2021,None,Optional,Optional
KIA,SEDONA,2021,Optional,Optional,Optional
KIA,SELTOS,2021,Optional,Optional,Optional
KIA,SELTOS,2021,Optional,Optional,Optional
KIA,SORENTO,2021,Optional,Standard,Standard
KIA,SORENTO,2021,Optional,Standard,Standard
KIA,SORENTO,2021,Optional,Standard,Standard
KIA,SORENTO,2021,Optional,Standard,Standard
KIA,SORENTO HYBRID,2021,Standard,Standard,Standard
KIA,SORENTO HYBRID,2021,Standard,Standard,Standard
KIA,SOUL,2021,Optional,Optional,Optional
KIA,SPORTAGE,2021,Optional,Standard,Standard
KIA,SPORTAGE,2021,Optional,Standard,Standard
KIA,STINGER,2021,Standard,Standard,Standard
KIA,STINGER,2021,Standard,Standard,Standard
KIA,TELLURIDE,2021,Standard,Standard,Standard
KIA,TELLURIDE,2021,Standard,Standard,Standard
LAND ROVER,DEFENDER L663 110,2021,Standard,Standard,Standard
LAND ROVER,DEFENDER L663 90,2021,Standard,Standard,Standard
LAND ROVER,DISCOVERY,2021,Standard,Standard,Standard
LAND ROVER,DISCOVERY SPORT,2021,Optional,Standard,Standard
LAND ROVER,RANGE ROVER EVOQUE (5 DOOR) L551,2021,Optional,Standard,Standard
LAND ROVER,RANGE ROVER LWB,2021,Standard,Standard,Standard
LAND ROVER,RANGE ROVER SPORT,2021,Optional,Standard,Standard
